ID,gender,seniors,month,payment_method,bill
4536-PLEQY,Male,0,12,Credit card (automatic),85.05
7029-IJEJK,Female,0,54,Bank transfer (automatic),44.1
8871-JLMHM,Female,0,68,Credit card (automatic),90.2
2235-ZGKPT,Female,0,4,Mailed check,50.85
3891-PUQOD,Female,0,1,Electronic check,59.2
5447-VYTKW,Male,0,27,Mailed check,53.45
3623-FQBOX,Male,0,21,Mailed check,19.95
0689-NKYLF,Male,0,13,Electronic check,83.2
8659-HDIYE,Female,1,64,Credit card (automatic),74.65
3658-KIBGF,Female,0,1,Electronic check,54.9
3474-BAFSJ,Male,0,57,Bank transfer (automatic),57.5
5519-YLDGW,Female,0,21,Electronic check,103.9
3865-ZFZIB,Male,0,19,Mailed check,19.65
1855-AGAWH,Male,0,31,Electronic check,93.8
7109-CQYUZ,Male,0,52,Mailed check,89.25
1370-GGAWX,Female,0,46,Electronic check,94.15
4680-KUTAJ,Female,1,11,Electronic check,55.6
5307-UVGNB,Female,0,53,Bank transfer (automatic),48.7
4946-EDSEW,Female,0,11,Mailed check,19.25
2883-ILGWO,Male,1,57,Bank transfer (automatic),104.9
2516-VQRRV,Female,1,2,Mailed check,75.45
7580-UGXNC,Female,1,2,Mailed check,54.85
3642-BYHDO,Female,0,71,Bank transfer (automatic),19.9
9629-NHXFW,Female,0,1,Mailed check,19.4
2696-RZVZW,Male,0,68,Credit card (automatic),25.05
5766-FTRTS,Male,0,72,Mailed check,84.45
0396-HUJBP,Female,0,2,Mailed check,19.3
5178-LMXOP,Male,1,1,Electronic check,95.1
8879-ZKJOF,Female,0,41,Bank transfer (automatic),79.85
6285-FTQBF,Male,0,72,Credit card (automatic),25.55
8185-UPYBR,Male,0,6,Electronic check,75.5
4585-HETAI,Female,0,4,Electronic check,73.75
7526-BEZQB,Male,0,12,Electronic check,96.05
1474-JUWSM,Female,0,58,Electronic check,68.4
3530-CRZSB,Female,0,7,Mailed check,20.65
8498-XXGWA,Female,0,65,Mailed check,55.15
9617-INGJY,Male,0,1,Mailed check,70.6
0621-TSSMU,Male,0,56,Credit card (automatic),19.95
7234-KMNRQ,Male,0,4,Mailed check,19
7636-PEPNS,Female,0,58,Mailed check,44.1
4683-WYDOU,Male,0,62,Bank transfer (automatic),107.6
9052-DHNKM,Male,0,26,Electronic check,61.55
6794-HKIAJ,Male,0,62,Bank transfer (automatic),90.7
5578-NKCXI,Female,0,58,Credit card (automatic),99.25
1642-HMARX,Female,0,68,Electronic check,91.7
3096-WPXBT,Female,0,61,Credit card (automatic),100.7
8434-PNQZX,Female,0,42,Credit card (automatic),78.45
5950-AAAGJ,Male,0,18,Bank transfer (automatic),84.3
4299-OPXEJ,Female,0,56,Bank transfer (automatic),19.55
4951-UKAAQ,Female,0,4,Electronic check,88.95
9618-LFJRU,Female,0,4,Credit card (automatic),20.45
6693-DJWTY,Female,0,35,Credit card (automatic),55.6
0744-GKNGE,Female,0,64,Bank transfer (automatic),86.8
6447-EGDIV,Female,0,31,Mailed check,20.95
1167-OYZJF,Female,1,67,Bank transfer (automatic),20.05
2108-YKQTY,Female,0,4,Credit card (automatic),50.7
4806-DXQCE,Female,1,70,Electronic check,113.65
4918-QLLIW,Male,0,3,Credit card (automatic),53.4
7056-IMHCC,Male,1,53,Electronic check,101.9
4854-SSLTN,Male,0,2,Mailed check,59.5
5294-DMSFH,Female,0,29,Credit card (automatic),87.8
4837-PZTIC,Female,0,47,Mailed check,41.9
1625-JAIIY,Female,0,68,Electronic check,83
0603-OLQDC,Male,0,12,Mailed check,69.85
3272-VUHPV,Female,0,8,Bank transfer (automatic),56.3
4176-FXYBO,Male,0,54,Electronic check,109.55
1063-DHQJF,Male,0,69,Mailed check,92.15
8663-UPDGF,Female,0,26,Bank transfer (automatic),69.5
6719-FGEDO,Female,0,72,Bank transfer (automatic),97
1837-YQUCE,Female,0,70,Bank transfer (automatic),58.35
2947-DOMLJ,Male,0,1,Mailed check,50.6
4112-LUEIZ,Male,0,10,Electronic check,89.5
0369-ZGOVK,Female,0,28,Bank transfer (automatic),70.4
4510-HIMLV,Male,0,1,Electronic check,69.8
9919-KNPOO,Female,0,21,Electronic check,94.3
8749-JMNKX,Male,1,51,Bank transfer (automatic),93.8
7872-BAAZR,Female,0,53,Bank transfer (automatic),19.55
9391-LMANN,Male,0,53,Electronic check,95.95
2430-USGXP,Male,0,24,Electronic check,101.05
8174-TBVCF,Female,0,70,Credit card (automatic),94.8
1698-XFZCI,Male,0,61,Electronic check,107.75
1877-HKBQX,Female,0,11,Mailed check,54.6
4450-DLLMH,Male,0,2,Credit card (automatic),71.3
0428-AXXLJ,Male,0,25,Bank transfer (automatic),19.5
2746-DIJLO,Female,0,41,Credit card (automatic),56.3
5955-ERIHD,Male,0,18,Electronic check,94.7
0917-EZOLA,Male,1,72,Bank transfer (automatic),104.15
3508-VLHCZ,Female,0,71,Credit card (automatic),90.55
4086-ATNFV,Female,0,34,Mailed check,60.8
0468-YRPXN,Male,0,29,Credit card (automatic),98.8
5996-NRVXR,Male,1,40,Credit card (automatic),98.15
3739-YBWAB,Male,0,36,Mailed check,35.35
7047-FWEYA,Female,0,46,Electronic check,103.15
2000-MPKCA,Female,0,58,Electronic check,107.75
9762-YAQAA,Male,0,39,Credit card (automatic),81.4
5949-EBSQK,Male,0,4,Credit card (automatic),61.45
5473-KHBPS,Female,0,52,Credit card (automatic),95.7
0100-DUVFC,Male,1,70,Electronic check,104.8
5397-TUPSH,Male,1,65,Bank transfer (automatic),70.95
8950-MTZNV,Male,0,1,Mailed check,44.95
0326-VDYXE,Female,0,70,Electronic check,97.65
6773-LQTVT,Female,1,29,Mailed check,35.65
7274-RTAPZ,Male,0,1,Electronic check,90.55
0436-TWFFZ,Female,0,67,Mailed check,85.25
8566-YPRGL,Female,0,1,Mailed check,19.5
0311-UNPFF,Female,0,26,Bank transfer (automatic),88.8
6609-MXJHJ,Female,0,30,Mailed check,25.1
2669-OIDSD,Female,0,48,Credit card (automatic),100.05
8400-WZICQ,Female,0,55,Electronic check,55.7
3834-XUIFC,Male,0,7,Mailed check,85.2
9576-SYUHJ,Male,0,37,Electronic check,91.15
0410-IPFTY,Female,0,31,Bank transfer (automatic),83.85
2831-EBWRN,Male,0,4,Electronic check,45.9
9430-NKQLY,Male,0,72,Credit card (automatic),25.1
8414-MYSHR,Male,1,5,Electronic check,91.4
0247-SLUJI,Male,0,1,Mailed check,19.7
9402-ORRAH,Female,1,15,Electronic check,91.5
6483-OATDN,Male,0,8,Credit card (automatic),51.3
1293-HHSHJ,Female,0,35,Mailed check,21.1
4840-ORQXB,Female,1,56,Electronic check,104.75
7599-FKVXZ,Male,0,42,Bank transfer (automatic),106.15
3982-DQLUS,Male,1,65,Electronic check,85.75
8610-ZIKJJ,Female,0,2,Mailed check,20.3
3756-VNWDH,Male,1,65,Electronic check,100.75
7801-KICAO,Female,0,18,Electronic check,74.15
7673-LPRNY,Female,0,23,Electronic check,78.55
8229-TNIQA,Female,0,4,Mailed check,45.3
6060-QBMGV,Male,0,70,Credit card (automatic),19.85
7339-POGZN,Female,0,4,Electronic check,50.7
2828-SLQPF,Male,0,19,Bank transfer (automatic),45
4465-VDKIQ,Female,0,18,Electronic check,77.8
2921-XWDJH,Female,1,38,Electronic check,83.45
6221-AVQYL,Male,0,2,Credit card (automatic),73.25
2558-BUOZZ,Male,0,47,Bank transfer (automatic),94.8
9257-AZMTZ,Female,0,52,Bank transfer (automatic),20.1
0003-MKNFE,Male,0,9,Mailed check,59.9
0975-UYDTX,Female,0,26,Credit card (automatic),90.1
7743-EXURX,Male,0,8,Electronic check,51.05
4682-BLBUC,Male,0,44,Electronic check,70.95
0975-VOOVL,Female,0,3,Mailed check,29.2
5968-VXZLG,Male,0,2,Bank transfer (automatic),46.6
5569-KGJHX,Female,0,9,Bank transfer (automatic),85.35
4988-IQIGL,Male,1,1,Electronic check,75.35
5201-FRKKS,Male,0,25,Bank transfer (automatic),74.3
9799-CAYJJ,Female,1,2,Electronic check,69.3
7730-IUTDZ,Male,0,43,Electronic check,75.2
0426-TIRNE,Female,0,1,Mailed check,20.9
5443-SCMKX,Female,0,58,Electronic check,94.3
8295-KMENE,Female,0,59,Mailed check,76.45
6738-ISCBM,Male,0,44,Electronic check,54
9821-BESNZ,Male,0,66,Electronic check,104.25
3678-MNGZX,Male,0,68,Bank transfer (automatic),19.95
1335-NTIUC,Male,0,9,Electronic check,24.95
2916-BQZLN,Male,0,19,Electronic check,84.75
4558-CGYCZ,Male,0,4,Mailed check,19.75
2368-GAKKQ,Female,0,70,Bank transfer (automatic),113.65
8710-YGLWG,Male,0,1,Mailed check,44.9
3199-XGZCY,Female,0,8,Electronic check,75.25
3785-KTYSH,Male,0,53,Mailed check,24.6
6814-ZPWFQ,Male,1,51,Bank transfer (automatic),25
4063-EIKNQ,Male,0,11,Bank transfer (automatic),20.95
6993-YCOBK,Male,0,60,Electronic check,110.6
5206-HPJKM,Male,0,17,Credit card (automatic),55.5
7587-RZNME,Male,0,3,Electronic check,43.3
0748-RDGGM,Male,0,70,Bank transfer (automatic),109.5
8393-JMVMB,Male,0,1,Mailed check,19.45
5019-GQVCR,Male,1,43,Electronic check,84.85
6036-TTFYU,Female,0,16,Mailed check,19.6
2550-AEVRU,Female,0,57,Electronic check,53.45
0969-RGKCU,Male,0,37,Credit card (automatic),19.8
0378-CJKPV,Female,0,72,Credit card (automatic),112.1
4706-AXVKM,Female,1,11,Credit card (automatic),84.8
5889-JTMUL,Female,1,50,Electronic check,95.05
9026-RNUJS,Male,1,5,Electronic check,50.35
3746-EUBYR,Male,0,1,Bank transfer (automatic),74.6
2332-EFBJY,Male,0,16,Mailed check,19.7
2880-FPNAE,Male,1,2,Electronic check,74.2
1703-MGIAB,Female,0,17,Mailed check,69
4311-QTTAI,Female,0,16,Credit card (automatic),19.35
9474-PHLYD,Female,0,15,Electronic check,59.45
4318-RAJVY,Female,0,10,Mailed check,19.8
2165-VOEGB,Female,0,46,Bank transfer (automatic),105.2
3612-YUNGG,Male,0,64,Credit card (automatic),109.2
2254-DLXRI,Female,0,1,Mailed check,79.15
5062-CJJKH,Male,0,25,Mailed check,53.65
9028-LIHRP,Male,0,71,Credit card (automatic),100.2
2219-MVUSO,Male,0,8,Mailed check,45.15
1053-MXTTK,Female,0,72,Bank transfer (automatic),108.65
1530-ZTDOZ,Female,0,49,Bank transfer (automatic),40.65
1301-LOPVR,Male,0,29,Credit card (automatic),55.35
0853-TWRVK,Male,0,72,Bank transfer (automatic),105.6
8914-RBTSB,Male,0,31,Electronic check,93.8
6212-ATMLK,Female,0,50,Electronic check,95.7
8200-LGKSR,Male,0,71,Electronic check,83.2
1568-BEKZM,Male,1,70,Credit card (automatic),90.05
0670-ANMUU,Male,0,71,Credit card (automatic),97.65
6897-RWMUB,Male,0,61,Bank transfer (automatic),68.05
0963-ZBDRN,Male,0,32,Electronic check,96.2
7594-RQHXR,Female,0,1,Electronic check,79.6
6999-CHVCF,Male,0,68,Bank transfer (automatic),102.1
6134-KWTBV,Male,0,62,Bank transfer (automatic),23.4
1077-HUUJM,Female,0,7,Electronic check,71.05
6331-EWIEB,Male,0,20,Electronic check,85.25
0895-LNKRC,Male,0,6,Mailed check,19.45
2045-BMBTJ,Female,1,33,Bank transfer (automatic),59.45
8417-GSODA,Male,0,28,Bank transfer (automatic),92.2
5171-EPLKN,Male,0,27,Credit card (automatic),19.85
4452-QIIEB,Male,0,7,Mailed check,43.9
5998-VVEJY,Male,0,26,Electronic check,80.5
1624-NALOJ,Male,1,5,Electronic check,89.8
6741-EGCBI,Male,1,30,Credit card (automatic),90.5
7820-ZYGNY,Male,0,63,Credit card (automatic),90.45
4317-VTEOA,Male,0,1,Electronic check,50.75
9677-AVKED,Female,0,53,Electronic check,84.6
1670-SVOWZ,Female,0,14,Credit card (automatic),89.65
2227-JRSJX,Female,0,21,Bank transfer (automatic),99.15
9847-HNVGP,Male,0,17,Mailed check,19.95
6696-YDAYZ,Male,0,16,Mailed check,20.5
8980-WQFWL,Female,0,35,Electronic check,62.1
1730-ZMAME,Female,1,32,Electronic check,79.5
6506-EYCNH,Female,0,28,Bank transfer (automatic),19.55
4634-JLRJT,Female,0,1,Mailed check,20.35
9501-UKKNL,Male,0,59,Electronic check,51.7
2560-QTSBS,Female,0,72,Bank transfer (automatic),23.3
7541-YLXCL,Male,0,36,Mailed check,65.4
4795-WRNVT,Female,0,40,Mailed check,65.1
6080-TCMYC,Male,0,40,Electronic check,81.2
0260-ZDLGK,Female,0,9,Mailed check,72.9
7860-UXCRM,Male,0,63,Credit card (automatic),74.5
6357-JJPQT,Female,0,3,Electronic check,80.5
2292-XQWSV,Male,0,40,Mailed check,60.3
9552-TGUZV,Male,0,8,Mailed check,75
5913-INRQV,Male,1,34,Mailed check,90.15
8722-NGNBH,Male,0,5,Mailed check,40
6210-KBBPI,Male,1,9,Credit card (automatic),99.45
9643-YBLUR,Male,0,9,Credit card (automatic),69.05
8734-FNWVH,Male,0,31,Bank transfer (automatic),59.7
9447-YPTBX,Female,0,50,Bank transfer (automatic),19.85
0133-BMFZO,Female,0,2,Electronic check,86.25
6128-CZOMY,Female,0,1,Electronic check,45.65
9540-JYROE,Male,0,8,Mailed check,70.1
9026-LHEVG,Female,0,9,Electronic check,40.75
2260-USTRB,Female,1,2,Bank transfer (automatic),70.2
3656-TKRVZ,Female,0,3,Electronic check,55.35
7011-CVEUC,Male,0,25,Credit card (automatic),95.7
6185-TASNN,Male,1,1,Electronic check,46.3
7925-PNRGI,Female,0,45,Mailed check,81.3
8623-TMRBY,Male,1,51,Electronic check,84.2
1552-CZCLL,Female,0,55,Credit card (automatic),20
3038-PQIUY,Female,0,38,Bank transfer (automatic),66.15
1501-SGHBW,Male,0,2,Mailed check,45.85
9313-CDOGY,Male,0,38,Electronic check,19.6
8148-BPLZQ,Male,0,34,Electronic check,49.8
2623-DRYAM,Female,0,70,Electronic check,101.75
9987-LUTYD,Female,0,13,Mailed check,55.15
3208-YPIOE,Male,0,39,Electronic check,75.25
4488-KQFDT,Female,0,61,Electronic check,103.95
2612-RANWT,Female,0,12,Bank transfer (automatic),100.15
5693-PIPCS,Male,0,41,Credit card (automatic),99.65
0491-KAPQG,Male,0,21,Electronic check,73.7
1925-LFCZZ,Male,1,55,Bank transfer (automatic),50.05
8039-EQPIM,Male,0,69,Bank transfer (automatic),60.25
6900-PXRMS,Male,1,26,Electronic check,105.75
8707-RMEZH,Female,1,69,Credit card (automatic),87.3
3346-BRMIS,Female,1,18,Electronic check,48.35
3209-ZPKFI,Male,0,47,Electronic check,54.25
6479-VDGRK,Female,0,72,Bank transfer (automatic),85.3
9373-WSLOY,Male,1,33,Electronic check,50
2933-FILNV,Female,0,2,Mailed check,24.4
3569-JFODW,Female,0,72,Credit card (automatic),90.95
9819-FBNSV,Male,1,37,Bank transfer (automatic),72.25
9544-PYPSJ,Female,1,62,Credit card (automatic),96.1
1591-XWLGB,Female,0,71,Credit card (automatic),19.85
0396-UKGAI,Male,0,23,Bank transfer (automatic),55.3
3243-ZHOHY,Female,0,16,Mailed check,20.1
5186-EJEGL,Male,0,9,Mailed check,69.5
7527-QNRUS,Male,0,17,Mailed check,25.15
9986-BONCE,Female,0,4,Bank transfer (automatic),20.95
2722-JMONI,Female,1,1,Electronic check,49.55
2203-GHNWN,Female,0,24,Mailed check,79.65
3878-AVSOQ,Female,1,1,Electronic check,71.25
3258-SYSWS,Male,1,72,Bank transfer (automatic),113.8
5296-PSYVW,Female,0,72,Electronic check,24.55
6319-QSUSR,Female,0,11,Credit card (automatic),19.7
4083-EUGRJ,Male,0,9,Mailed check,20.25
7579-OOPEC,Female,1,2,Credit card (automatic),50.15
0512-FLFDW,Female,1,60,Credit card (automatic),100.5
1771-OADNZ,Male,1,29,Electronic check,95.9
0487-CRLZF,Female,0,49,Bank transfer (automatic),74.45
2107-FBPTK,Female,1,30,Electronic check,104.1
9451-WLYRI,Female,0,53,Credit card (automatic),19.05
8219-VYBVI,Male,0,39,Mailed check,25
1991-VOPLL,Female,0,9,Mailed check,19.05
9738-QLWTP,Male,0,39,Electronic check,81.9
1016-DJTSV,Male,1,8,Electronic check,69.7
9419-IPPBE,Female,0,51,Electronic check,90.15
0174-QRVVY,Male,0,71,Credit card (automatic),25.35
5699-BNCAS,Male,1,71,Mailed check,24.65
2900-PHPLN,Female,1,70,Credit card (automatic),19.55
0612-RTZZA,Female,1,1,Electronic check,25.25
8106-GWQOK,Male,0,38,Bank transfer (automatic),60
8751-EDEKA,Female,0,28,Credit card (automatic),89.9
6878-GGDWG,Female,0,32,Bank transfer (automatic),19.4
4039-PIMHX,Male,1,49,Mailed check,49.8
8450-LUGUK,Female,0,37,Bank transfer (automatic),24.1
3604-WLABM,Female,0,10,Electronic check,54.25
0795-GMVQO,Male,0,67,Credit card (automatic),109.9
2259-OUUSZ,Male,0,7,Credit card (automatic),35.5
1142-IHLOO,Female,0,51,Credit card (automatic),87.55
6410-LEFEN,Female,0,9,Electronic check,45.15
4633-MKHYU,Female,0,9,Mailed check,88.4
6257-RJOHI,Male,0,4,Mailed check,50.8
1545-JFUML,Male,0,71,Electronic check,99
3194-ORPIK,Female,0,50,Bank transfer (automatic),84.4
7826-VVKWT,Female,1,24,Electronic check,96.55
1353-GHZOS,Male,0,22,Bank transfer (automatic),59.75
2587-EKXTS,Male,0,44,Electronic check,111.5
5442-BXVND,Female,0,33,Bank transfer (automatic),24.25
8816-VXNZD,Female,0,1,Electronic check,75.1
9378-FXTIZ,Female,0,54,Credit card (automatic),70.15
1723-HKXJQ,Male,0,42,Electronic check,101.75
7825-GKXMW,Female,0,1,Electronic check,45.8
9753-OYLBX,Female,0,1,Mailed check,20.5
2364-UFROM,Male,0,30,Electronic check,70.4
6656-JWRQX,Female,0,1,Mailed check,30.55
6473-ULUHT,Male,0,16,Electronic check,84.9
1240-KNSEZ,Male,0,1,Mailed check,20.1
0836-SEYLU,Male,0,9,Mailed check,40.65
4433-JCGCG,Male,1,46,Electronic check,101
3716-BDVDB,Male,0,1,Electronic check,69.1
7688-AWMDX,Male,0,71,Bank transfer (automatic),54.5
2842-BCQGE,Male,0,43,Credit card (automatic),75.35
7244-QWYHG,Male,0,50,Bank transfer (automatic),44.45
5899-MQZZL,Female,0,13,Mailed check,75
6849-OYAMU,Male,0,19,Bank transfer (automatic),100
5312-UXESG,Female,0,41,Bank transfer (automatic),98.05
9488-HGMJH,Female,1,1,Electronic check,71.15
6038-GCYEC,Female,0,24,Credit card (automatic),54.15
2150-WLKUW,Female,0,40,Bank transfer (automatic),63.9
7159-FVYPK,Female,0,3,Bank transfer (automatic),69.15
7032-LMBHI,Female,0,37,Bank transfer (automatic),64.65
1150-WFARN,Female,0,67,Credit card (automatic),108.75
6088-BXMRG,Female,0,32,Electronic check,98.85
3144-AUDBS,Female,0,6,Electronic check,49.15
4821-SJHJV,Female,0,32,Electronic check,89.6
7346-MEDWM,Female,0,59,Electronic check,83.25
1137-DGOWI,Female,0,30,Bank transfer (automatic),70.25
5616-PRTNT,Male,0,20,Electronic check,19.4
3812-LRZIR,Female,0,27,Electronic check,24.5
4818-QIUFN,Female,1,20,Electronic check,79.15
9483-GCPWE,Male,0,9,Mailed check,20.1
4227-OJHAL,Female,0,68,Credit card (automatic),73
9220-CXRSC,Female,0,69,Credit card (automatic),61.4
4993-JCRGJ,Male,0,26,Mailed check,84.3
9537-JALFH,Male,0,69,Bank transfer (automatic),19.9
6698-OXETB,Male,0,11,Mailed check,20.4
2103-ZRXFN,Male,0,1,Mailed check,50.75
3724-BSCVH,Male,0,10,Mailed check,20.45
4877-TSOFF,Female,0,55,Bank transfer (automatic),75.75
9209-NWPGU,Male,0,44,Electronic check,65.4
6961-VCPMC,Male,1,46,Electronic check,80.4
7306-YDSOI,Male,0,69,Bank transfer (automatic),59.75
5288-AHOUP,Male,1,11,Electronic check,78.5
6688-UZPWD,Female,0,11,Electronic check,102
0655-YDGFJ,Male,0,29,Bank transfer (automatic),48.95
8468-EHYJA,Female,0,57,Electronic check,99.65
6823-SIDFQ,Male,0,28,Credit card (automatic),18.25
1097-FSPVW,Female,0,42,Credit card (automatic),54.55
2839-RFSQE,Female,0,2,Mailed check,20.65
8328-SKJNO,Male,0,23,Bank transfer (automatic),40.65
7010-ZMVBF,Female,0,18,Mailed check,20.45
5201-CBWYG,Male,0,62,Bank transfer (automatic),24.8
0968-GSIKN,Female,0,1,Mailed check,70.8
1965-DDBWU,Male,0,16,Credit card (automatic),89.05
9057-SIHCH,Female,0,3,Electronic check,96.6
6352-GIGGQ,Male,0,67,Bank transfer (automatic),88.8
3635-QQRQD,Male,0,62,Credit card (automatic),20.05
6771-XWBDM,Female,0,57,Credit card (automatic),104.5
2897-DOVND,Male,0,2,Electronic check,69.8
3082-YVEKW,Female,0,23,Bank transfer (automatic),77.15
0191-EQUUH,Female,0,25,Bank transfer (automatic),35.05
7134-HBPBS,Female,1,72,Bank transfer (automatic),108.1
3489-HHPFY,Female,0,2,Electronic check,84.05
2926-JEJJC,Female,0,8,Bank transfer (automatic),20.2
8601-QACRS,Female,0,5,Mailed check,50.6
4950-BDEUX,Male,0,35,Electronic check,49.2
5789-LDFXO,Male,0,24,Electronic check,24.6
0508-OOLTO,Female,0,2,Electronic check,71.65
2984-TBYKU,Male,0,72,Credit card (automatic),104.9
9822-WMWVG,Female,0,41,Electronic check,106.5
2391-SOORI,Male,0,4,Electronic check,49.35
9040-KZVWO,Male,0,26,Bank transfer (automatic),75.5
2645-QTLMB,Male,0,7,Electronic check,94.25
4806-HIPDW,Female,0,1,Electronic check,68.95
1548-ARAGG,Female,0,4,Mailed check,58.5
6339-RZCBJ,Male,0,48,Credit card (automatic),78.9
4424-TKOPW,Male,1,2,Electronic check,93.85
4415-WNGVR,Female,1,12,Electronic check,79.2
2522-AHJXR,Male,0,60,Bank transfer (automatic),109.45
0412-UCCNP,Male,0,55,Electronic check,59.2
1816-FLZDK,Male,0,1,Mailed check,29.15
7096-UCLNH,Male,0,1,Mailed check,20.05
8443-ZRDBZ,Male,0,4,Electronic check,76.05
9136-ALYBR,Male,0,1,Mailed check,24.45
4615-PIVVU,Female,0,42,Credit card (automatic),66.5
8885-QSQBX,Female,0,1,Bank transfer (automatic),49.55
7479-NITWS,Male,0,7,Credit card (automatic),89.35
8617-ENBDS,Male,0,3,Credit card (automatic),73.6
9385-NXKDA,Female,0,72,Credit card (automatic),82.65
0430-IHCDJ,Male,0,15,Electronic check,49
2959-MJHIC,Male,0,4,Electronic check,80.35
6674-KVJHG,Female,0,11,Electronic check,25.2
1814-DKOLC,Female,0,5,Mailed check,25.45
4201-JMNGR,Female,1,1,Electronic check,55.8
9351-HXDMR,Male,0,72,Credit card (automatic),110.9
3537-HPKQT,Female,0,55,Credit card (automatic),77.75
2129-ALKBS,Female,0,40,Electronic check,26.2
5821-MMEIL,Female,0,57,Bank transfer (automatic),19.9
5960-WPXQM,Male,0,1,Electronic check,79.05
0684-AOSIH,Male,0,1,Electronic check,95
8260-NGFNY,Female,0,1,Mailed check,25.2
1309-XGFSN,Male,1,52,Electronic check,80.85
1866-RZZQS,Male,1,41,Electronic check,98.4
6968-URWQU,Male,0,43,Mailed check,56.35
4742-TXUEX,Female,0,47,Bank transfer (automatic),19.3
9631-XEYKE,Male,0,3,Bank transfer (automatic),50.4
8631-NBHFZ,Male,1,66,Credit card (automatic),79.4
1335-MXCSE,Male,0,55,Credit card (automatic),55.25
8873-TMKGR,Male,0,29,Mailed check,19.1
8800-JOOCF,Female,0,12,Electronic check,84.05
1469-LBJQJ,Female,0,66,Electronic check,105.2
4958-XCBDQ,Male,1,35,Electronic check,101.4
8337-UPOAQ,Male,1,10,Electronic check,89.8
0064-YIJGF,Male,0,27,Bank transfer (automatic),75.75
2386-OWURY,Female,0,58,Electronic check,95.3
1725-IQNIY,Male,0,54,Bank transfer (automatic),109.75
0310-VQXAM,Male,0,9,Mailed check,19.85
6598-RFFVI,Male,0,2,Credit card (automatic),19.3
3453-RTHJQ,Male,0,6,Electronic check,69.1
6712-OAWRH,Female,1,26,Electronic check,91.25
6278-FEPBZ,Female,0,9,Mailed check,20.25
4280-DLSHD,Male,0,8,Mailed check,54.75
1508-DFXCU,Male,0,12,Electronic check,81.45
8614-VGMMV,Female,0,15,Electronic check,49.1
7868-BGSZA,Male,0,43,Electronic check,80.2
2800-QQUSO,Male,0,42,Electronic check,100.3
2930-UOTMB,Female,0,31,Credit card (automatic),65.25
7973-DZRKH,Female,0,66,Credit card (automatic),90.95
5914-DVBWJ,Female,1,18,Electronic check,85.45
7698-YFGEZ,Male,0,1,Mailed check,20
2533-QVMSK,Male,0,61,Electronic check,94.1
9773-PEQBZ,Male,0,10,Electronic check,79.85
8644-XLFBW,Male,1,1,Electronic check,71.65
0650-BWOZN,Female,1,18,Electronic check,73.55
8625-AZYZY,Male,0,24,Electronic check,104.65
7785-RDVIG,Female,0,3,Mailed check,19.3
9602-WCXPI,Male,0,50,Credit card (automatic),20.15
2903-YYTBW,Male,0,1,Electronic check,44.55
3620-MWJNE,Male,0,2,Mailed check,54.45
8573-JGCZW,Male,0,17,Bank transfer (automatic),19.65
6837-HAEVO,Male,0,69,Electronic check,105
6701-YVNQG,Male,0,72,Credit card (automatic),88.7
9306-CPCBC,Female,0,3,Electronic check,74.25
4304-XUMGI,Male,1,50,Bank transfer (automatic),75.15
9504-YAZWB,Female,0,53,Mailed check,20.25
8819-ZBYNA,Female,0,58,Credit card (automatic),109.1
6174-NRBTZ,Male,0,46,Bank transfer (automatic),30.75
9481-IEBZY,Male,1,72,Credit card (automatic),112.9
1833-VGRUM,Female,1,1,Electronic check,74.2
6137-NICCO,Female,0,6,Mailed check,94.05
9065-ZCPQX,Male,0,72,Bank transfer (automatic),78.85
6402-EJMWF,Male,0,4,Mailed check,55.3
3620-EHIMZ,Female,0,52,Mailed check,19.35
3213-VVOLG,Male,0,0,Mailed check,25.35
6870-ECSHE,Female,0,2,Mailed check,20.45
8747-UDCOI,Female,0,65,Bank transfer (automatic),19.35
8374-XGEJJ,Male,1,43,Electronic check,101
2656-TABEH,Male,0,4,Electronic check,100.2
6946-LMSQS,Male,1,25,Electronic check,89.05
4626-OZDTJ,Female,0,51,Credit card (automatic),78.65
9169-BSVIN,Male,0,12,Bank transfer (automatic),74.75
2325-ZUSFD,Female,0,57,Bank transfer (automatic),70.1
8194-PEEBY,Female,0,24,Mailed check,19.9
6872-HXFNF,Female,0,64,Bank transfer (automatic),58.35
3932-CMDTD,Female,0,4,Electronic check,105.65
7714-YXSMB,Female,0,26,Bank transfer (automatic),100.5
8387-UGUSU,Female,0,15,Mailed check,20.05
1080-BWSYE,Male,1,64,Credit card (automatic),25.65
4039-HEUNW,Male,1,36,Electronic check,96.5
1194-HVAIF,Female,0,27,Credit card (automatic),95
0812-WUPTB,Male,1,1,Mailed check,70.85
3594-UVONA,Female,0,35,Credit card (automatic),85.95
0004-TLHLJ,Male,0,4,Electronic check,73.9
1767-TGTKO,Female,0,8,Electronic check,45.45
8439-LTUGF,Male,0,10,Credit card (automatic),20
8805-JNRAZ,Female,0,2,Mailed check,49.2
5089-IFSDP,Female,0,58,Bank transfer (automatic),109.45
6418-HNFED,Male,0,51,Credit card (automatic),83.25
0206-OYVOC,Female,0,46,Mailed check,19.25
7291-CDTMJ,Male,0,1,Bank transfer (automatic),19.65
7128-GGCNO,Male,0,46,Bank transfer (automatic),72.8
0237-YFUTL,Female,0,50,Bank transfer (automatic),109.65
7691-KGKGP,Male,0,53,Credit card (automatic),65
6710-HSJRD,Male,0,61,Electronic check,114.1
3675-EQOZA,Male,0,5,Bank transfer (automatic),20.65
